metric,value,skript,data_sha,seed,datum
predikce_glm_5_3_few_shot_podil_pred_du,0.2263,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_konsenzus_trefa,0.5585,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_sporne_n,114.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_few_shot_sporne_jedna_ze_dvou,0.9211,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_n,601.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_n_valid,594.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_n_invalid,7.0,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_coverage,0.9884,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_acc,0.5258,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_bal_acc,0.5821,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_macro_f1,0.5411,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_kappa,0.2855,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
predikce_glm_5_3_zero_shot_a12_kappa_valid,0.2916,analyzy/scripts/29_predikce_offline.py,79c8d9f9ae9aba92689b6859747e0d1f56cabc74af9db34dd3b227bc8b781b56,20260714,2026-09-10
